AmericaEquity;IncomeFound;AggregateBond;CorporateBond;EquityAllCap;HighYeldPlusBound;SelectEquity;ShortDurationBond;USTechnology;USValue
0.001170393;0.006518511;-0.000157363;-0.001042824;0.003133451;-0.000439693;0.002236582;-8.36E-05;0.003729678;0
0.000662876;-0.000271927;-0.000262398;-0.000208866;0.000117066;0.000195474;0.000691776;-5.97E-06;0.00079914;-0.0003704
-0.000694467;-5.44E-05;0.000157458;-0.000292581;-0.000702868;-4.89E-05;-0.000256085;-0.000460061;-0.000114073;-0.000370717
0.00063138;-0.000544433;0.000209855;-4.18E-05;0.001326687;-0.000978361;0.002171924;0.000573508;0.001158347;-0.001486039
-0.004598436;-0.000708785;0.000157325;-0.000376502;-0.003520692;-0.001373419;-0.002889766;-5.97E-05;-0.004862944;-0.002238636
-0.00648836;-0.000819269;0.000314478;-0.000334942;-0.006250657;-0.001279219;-0.00562987;0.00013134;-0.007524877;-0.003379741
0.004955329;0.000600948;0.000261891;0.000293089;0.004794942;0.000787657;0.004139126;2.98E-05;0.009743793;0.00300551
0.002838223;-0.000218431;-0.000838609;-0.000921802;0.003806011;-0.00019678;0.003666252;-0.00030451;0.004234089;0
0.001332972;0.000109229;-0.000367401;0.000125816;0.001014525;0.000295137;0.000918117;-5.97E-05;0.002073458;0.000374231
-0.003691541;0.000218376;0.000682069;0.000921536;-0.00285451;9.83E-05;-0.003093625;0.000143345;0.000976745;-0.002626411
-0.009303205;-0.000327605;0.000994948;0.001253497;-0.008637836;-0.000491895;-0.008420087;0.000256709;-0.009695026;-0.007209947
-0.001111564;-0.000109256;-0.000104624;-0.000333912;-0.001202255;-9.84E-05;-0.001625002;-2.98E-05;0.000670992;-0.000382807
0.004234828;0;-0.000156983;-0.000543155;0.004272896;9.84E-05;0.00490881;-0.000113419;0.00540662;0.00267259
-0.000454079;-5.46E-05;-5.23E-05;0.000376103;-0.00011923;4.92E-05;-0.000675581;-3.58E-05;0.003260782;0.000760586
-0.001104745;0.0004915;0.00052312;0.000375778;-0.001114393;0.000344346;-0.001432586;-1.19E-05;-0.00118462;-0.000760586
0.00227142;0;-0.000366118;-0.000250482;0.002106975;0.000196647;0.001978329;-0.000149296;0.003693592;0.001898973
-0.006620123;0.000545459;0.000470667;0.00050082;-0.006311602;0.00044213;-0.006568252;0.00011347;-0.009990299;-0.001138387
-0.005223366;5.45E-05;0.000783313;0.001207936;-0.004652261;-4.91E-05;-0.004905537;-0.00022697;-0.00389556;-0.003050369
0.006928799;0.000163484;-0.000313156;-0.000916058;0.00637908;0.00019638;0.007245902;0.0003225;0.009777828;0.001527863
0.006336383;0.000272336;0.00010441;0.00054154;0.006326237;0.000539588;0.005809262;1.19E-05;0.008861366;0.002281763
0.001577791;0.000272166;-0.000156625;-0.00054154;0.001340903;0.000489953;0.00103385;-0.000125385;0.000295363;0.001514542
-0.001642312;0.000598164;0.00036537;0.001123983;-0.002171181;0.000440486;-0.001707175;0.00022686;-0.001367741;-0.001894004
-0.003693664;0.000543072;0.001094269;0.000581663;-0.003257323;9.78E-05;-0.002625557;0.000131286;-0.002953448;-0.0019023
-0.002381847;-5.43E-05;-0.00036445;0;-0.002719849;0.000244466;-0.0028252;-2.39E-05;-0.00132535;-0.000381462
-0.000556557;0.000108546;0.000260353;-0.000249189;-0.00104446;-0.000146663;-0.001630217;0;0.000411104;-0.001146401
0.005210163;-0.000108546;-0.000520862;-0.00095655;0.005396025;-0.000146713;0.004011926;-0.000167107;0.0057887;0.003430163
0.003289148;-0.000380126;-0.001200358;-0.001334367;0.003284579;0.000195606;0.003742373;-0.00030454;0.002022629;0.00415596
-0.000353516;5.43E-05;-0.000418295;4.18E-05;0.000512209;0;0.001266128;-0.000125461;1.83E-05;0
0.001380293;-0.000108655;-0.000523436;-0.000208846;0.00168994;-4.89E-05;0.002444272;-0.00025103;0.000238407;0.00037585
-0.003669028;-5.43E-05;5.24E-05;0.000626236;-0.00401945;-0.000195628;-0.004072829;0.000406357;-0.003331187;0
0.002931277;0.000380222;-0.000209526;-8.34E-05;0.003469958;0.00063547;0.002916731;-0.000549869;0.006600626;0.001874386
-0.001737052;-0.000108601;-0.000262049;0.000125163;-0.001534403;0.00029298;-0.001133391;0.000490134;-0.000947247;0.000747495
-0.000709684;0.000108601;-0.000104864;0.000166828;0;0.000341561;-5.16E-05;-0.000442292;-0.000310126;-0.000373587
0.00093525;-0.000162911;-0.000472202;-0.000125115;0.001966204;-9.76E-05;0.001647788;-0.000382886;-0.001608906;0.000373587
-0.001775466;0.000108614;0;0.000125115;-0.00180858;-0.000292816;-0.001518829;2.39E-05;-0.00060488;-0.000373587
0.003126405;0.000434186;0.000209931;0;0.003023171;0.000536678;0.003339558;6.58E-05;-0.002096091;0.002236715
0.003709481;0.000271146;0.000524384;0.000333463;0.003507108;0.000243726;0.004328721;2.39E-05;0.001692369;0
0.003362215;-0.000433915;-0.000891829;-0.001502606;0.004171484;-0.002443432;0.003080116;-0.000203492;0.003547221;0.001484769
-0.001836477;-0.000271417;-0.000841045;-0.000292778;-0.002196623;0.002248463;-0.002295391;-0.000125734;0.000127453;-0.000370717
0.002436397;0.000271417;0.00010522;0.000376393;0.001812053;0.000194969;0.000631811;-0.000509296;0.002360203;0.001111202
0.003582219;0.000488124;0.000105194;0.001002122;0.004097329;0.000438362;0.004172074;0.000479354;0.007467593;0.001845708
0.000937799;-5.42E-05;-0.000157801;0;0.000837672;0.000194685;0.001398454;-1.20E-05;-0.000623359;0.00147094
0.000935778;0.000162606;0.00026297;0.000416869;7.61E-05;0.000243234;-0.000124679;4.19E-05;-0.001499723;0.000733606
0.002857211;-0.000162606;-0.000157763;-0.000250074;0.002880903;4.86E-05;0.002536396;-0.000143741;0.002069687;0.00109809
0.002346208;-0.000162667;-0.001053219;-0.001168918;0.002861918;4.86E-05;0.002644905;-0.000275636;0.005729142;0.001459815
-0.004456246;0.000216876;0.000790153;0.001793832;-0.00429998;0.000243044;-0.003588106;0.000185774;0.000386289;-0.000729294
-0.003341104;0.000162586;0.000157858;8.33E-05;-0.002699734;-0.002094633;-0.002741925;-2.40E-05;-0.003223731;-0.000730521
0.001064448;-0.000108384;-0.000157858;-0.000458095;0.001332952;0.002046035;0.000849354;-9.59E-05;0.005865848;-0.000731752
-0.000719782;0.000162566;0.000788718;0.001248213;-0.001027916;-0.000243071;-0.001174546;9.59E-05;-0.000558578;-0.000732987
0.003214121;0.000324949;0.000315087;0;0.003000778;0.000194467;0.002992566;-5.39E-05;0.001638783;0.001464738
0.00294354;0.000108262;-0.000472716;-0.000290929;0.00222764;0.000145793;0.002107327;-0.000287735;0.000730228;-0.000365722
-0.000278008;0.000162343;-0.000473231;-0.000748999;-0.00079158;0.000339995;0.000543764;-0.000101952;-0.001391971;0.000365722
-0.0059423;0;0.000368113;0.001413693;-0.005238015;0;-0.005718737;0.00019189;-0.005101259;-0.00109809
0.00637468;0;-0.000999891;-0.001955441;0.007157926;0;0.006015049;-0.000251873;0.010763001;0.0043758
0.002155465;0.000324504;-5.27E-05;0.000874796;0.002434707;0.000194163;0.002608679;0.000113961;0.002162039;0.001448857
-0.002649648;-0.000108141;-0.000316272;-0.000666351;-0.001496666;0.000145565;-0.00221391;-0.000113961;-0.002144838;-0.001086189
-0.002852519;-0.000486968;-0.000950201;-0.001210374;-0.002066373;-0.000339729;-0.00145749;-0.000210006;-0.000636909;-0.000725638
0.003531876;-0.000162444;-5.29E-05;0.000208926;0.00315197;-0.000339995;0.003106696;-6.00E-06;0.003141043;0
0.006644604;-5.42E-05;-0.000105719;-0.000125344;0.006530867;-0.000194402;0.007526027;-0.000162076;0.00930582;-0.003280461
0.002575265;0.000595406;0.001003295;0.001418446;0.000735968;0;0.000289658;0.000276093;0.001003222;0.000731136
-0.001694928;0.000162242;0.000790441;0.00070749;-0.001251888;-0.002388516;-0.001353395;3.00E-05;0.001716812;-0.000365414
0.001725135;0.000216228;0.000157916;0.000415633;0.001104794;0.002728663;0.001618746;-0.000174026;0.000216203;0.001824003
-0.002696643;5.40E-05;0.000157858;-0.000207767;-0.003916251;-0.000534636;-0.002952091;-6.60E-05;-0.003153907;-0.002922093
0.003028776;0;0.000210389;-8.31E-05;0.003216874;4.86E-05;0.003120866;-9.61E-05;0.004680894;0.000366339
0.003427234;-0.000162141;0.000525526;0.000706136;0.004033497;-0.000194555;0.003050727;0.00012007;0.007115565;0.001827072
0.001285736;-5.41E-05;0.000105029;-0.000581441;0.000401297;0.00024318;0.001863108;-7.80E-05;0.000146669;0.000728682
-0.003748206;-0.000595109;0.000157496;0.00012466;-0.004029754;-0.001168506;-0.003469875;-3.60E-05;-0.000946069;-0.004022967
-0.002809804;-0.000867072;-0.000630326;-0.000998283;-0.002732117;-0.001660784;-0.001805701;-0.000222215;-0.004992701;-0.001472186
0.000181827;-0.000705773;-0.000789196;-0.001585323;-0.000518826;-0.001078019;-0.000917762;-0.000108146;-4.96E-05;0.000368515
-0.001213622;-0.000108682;-0.000685132;-0.000543678;-0.000111258;-0.000196291;-0.000435407;-0.000132214;0.00153365;-0.001106483
-0.003140778;-0.000163074;5.27E-05;0.000209188;-0.003276305;-0.00044198;-0.004378251;-0.000162318;-0.003570379;0
-0.005388911;-0.000598464;0.000579727;0.000418073;-0.004885677;-0.001476524;-0.004991239;6.61E-05;-0.006589214;-0.001850427
0.005388911;0.000489714;0.000210618;4.18E-05;0.005595156;0.000147878;0.00408577;-0.000180397;0.008592902;0.002219568
-0.000122431;0.00054348;-0.000263289;0.000375886;0.000410222;0.001426902;0.000391786;-6.01E-05;0.002832401;0.000368828
0.001131175;0.000488551;5.27E-05;4.17E-05;0.002082416;0.000294637;0.001026759;-8.42E-05;0.004912683;0.000368515
0.002466119;0.000216957;0.000105322;0.001083965;0.003509992;0.000539649;0.003187006;-9.63E-05;0.007354144;0.001837897
0.00054613;0.00043359;-0.000105322;0.000166524;-0.000441805;0.000685857;-0.000582132;-1.81E-05;-0.002929944;0.000366648
-0.004633494;0.000649574;0.000578954;0.000540762;-0.004517385;0.000293608;-0.00497988;4.81E-05;-0.002723465;-0.000733606
-0.000459944;-5.41E-05;-0.000315697;-0.000124732;-0.000484143;0.000195628;-0.000515891;-6.62E-05;-0.001441146;0
0.001684085;0.000108181;0.000368291;0.000249427;0.002304152;9.78E-05;0.002402267;0.000150432;-0.001120593;0.000366958
0.007663774;0.000594517;-0.001527816;-0.001373626;0.006073118;-9.78E-05;0.005682847;-0.000174506;-0.006091784;0.010150917
-0.003194464;-0.000324181;0.000369276;0.000125055;-0.002492582;0.00019554;-0.001667995;-0.000102329;-0.010161057;0.002144668
0.001811072;-0.000486726;-0.000158223;0.000416589;0.002017163;4.89E-05;0.002439388;-0.00024087;-0.000185737;0.000356417
0.003838562;0.000486726;0.000421799;4.16E-05;0.003280736;0.000341945;0.00309586;-4.82E-05;-0.004294015;0.005663252
-0.00191504;0.000108087;5.27E-05;0.000624076;-0.003646797;0.000390465;-0.003192209;-0.000174734;-0.005337257;-0.003530869
-9.00E-05;0;0.001000012;0.001452699;-0.000403024;4.88E-05;-9.64E-05;0.000240994;-0.000777733;-0.001776258
0.000599482;-0.000108087;0.000157686;-0.000331617;0.000988573;-0.000341599;0.000168635;-0.000168681;0.004594295;-0.001069252
0.004618137;-0.000162181;-0.000946978;-0.00149542;0.004837061;-4.88E-05;0.004027712;2.41E-05;0.007887074;0.001780628
0.000148158;0.000432349;0.000105322;0.00045748;-0.000579059;0.000292849;0.000905873;-3.62E-05;-0.00195416;0.002480677
0.002775998;-0.000108047;-0.000579586;-0.00087379;0.002311619;0.000195123;0.002942933;-0.000247123;0.001802858;0.000353229
-0.000736567;0.000539966;0.000316234;0.000915356;0.000144068;0.000341254;0.000543681;9.65E-05;0.000420152;0.001057965
-0.002869765;0.000377577;0.000631778;0.000456955;-0.002491905;-9.75E-05;-0.001846553;0.000150668;-0.001632467;-0.001411194
0.001599941;-5.39E-05;0.000368113;0.00074671;0.000325843;0.001605527;-0.000308524;0.000102424;0.000791755;0.000353229
0.003798389;0.000323417;-5.26E-05;0.000165761;0.004106323;-0.001703022;0.003263965;-9.64E-05;0.00638213;0.004566017
-0.000293264;-0.000215584;-0.001263556;-0.001951702;-0.000681697;-0.000341407;-0.000683873;-0.000361686;-0.000896514;-0.001049443
-0.002973119;-0.000809395;-0.001425909;-0.00166796;-0.002231956;-0.00019521;-0.002152964;-0.000374059;-0.004443376;-0.001051986
0.000826272;0.000323939;0;0.000167085;-0.000505582;0.0004391;0.000545164;0.000120699;-0.000386346;0.000350945
0.000971807;0.000107926;0.000317273;0.000459151;0.000722079;4.88E-05;0.00104102;-3.02E-05;-0.001498236;0.001400951
-0.002389238;0.000107899;0.000739405;0.001416134;-0.002278627;0.000341177;-0.002417098;-7.24E-05;-0.001452661;-0.001400951
-0.001837722;-0.000269798;0.00015828;0.000332538;-0.001562147;-0.000389939;-0.001189783;-0.000531454;-0.001763222;-0.000350945
-0.000981322;0.000107939;-0.00015828;4.15E-05;-0.000655594;0.000195013;-0.000882543;3.02E-05;-0.002726705;0.001051986
-0.00083438;0.000323658;-0.000105552;-0.000790118;-0.001753104;0.000292356;-0.001506847;-0.000519968;0.001229136;-0.00070104
0.004657915;0.000323417;-0.000422465;-0.000166524;0.003898311;0.000632763;0.003959217;0.000350745;0.008758582;0.001051137
0.000648729;0.000753703;-0.000317119;-0.000541644;0.001303754;0.001068734;0.001753387;-0.000314448;0.003626906;0.003485528
0.002350879;0.000483834;0.000158588;0.000624914;0.002020314;0.001017708;0.003039756;1.21E-05;0.003152997;-0.000347297
0.004634928;5.37E-05;-0.000793522;8.33E-05;0.003191642;0.000628817;0.003461464;3.02E-05;0.00630299;-0.000347575
0.002803495;0;-5.30E-05;-0.001333983;0.003806349;0.000144982;0.003249159;-8.47E-05;0.002505474;0.002081287
-0.00300651;-0.000591352;-0.001219706;-0.001463751;-0.0034849;-0.00058022;-0.003365651;-0.000157325;-0.004699501;-0.000346189
0.000550822;-0.000269063;0.000318514;0.000878842;0.000249851;-0.000677904;0.000326099;-3.63E-05;0.001057767;0.002073009
0.001532823;0.000215264;0.000212213;0.000250772;0.000499271;0.000193795;-4.66E-05;-0.00018767;-0.002870085;0.004116566
0.00244706;5.38E-05;0.000424116;0.001459955;0.001920401;0.00029053;0.001998042;6.05E-05;0.004557172;0.003400914
-0.005925377;5.38E-05;-0.000158995;-0.000500003;-0.004924674;-4.84E-05;-0.005552103;-0.000175611;-0.006097864;-0.004084304
0.001655674;-0.000430527;-0.001061456;-0.001545311;0.002219446;-0.000242122;0.002948188;-0.000260519;0.005157797;0.003406249
0.001620504;-0.000323176;-0.000744566;-0.00113114;0.001710524;-0.000533144;0.001280659;-9.70E-05;0.001344641;0.000678056
0.000980935;-0.000215584;-0.000479324;-0.000209794;0.001384857;-4.85E-05;0.001601323;-1.21E-05;0.000921023;0.001015102
0.001266166;0;0.000159834;0.000796678;0.001663084;0.000145484;0.00168775;5.46E-05;0.003136178;0.001686583
-0.001640967;0.00053876;0;-0.000922604;-0.001273281;0.000484596;-0.00191946;-2.42E-05;-0.001139271;0.002015291
-0.005778096;-5.38E-05;-0.000159834;8.40E-05;-0.006279238;4.84E-05;-0.005528031;-0.000284984;-0.00940395;-0.002352084
0.002157627;0.000269163;0.000692188;0.001048059;0.003257985;9.68E-05;0.003576769;-9.10E-05;0.005303604;0.002016851
0.005835748;0;-0.00085208;-0.000922158;0.00637326;0.000145225;0.006860159;-0.000613175;0.007046681;0.002674647
-0.010338067;-0.000430741;0.000266455;-0.00071392;-0.009703124;-0.000920578;-0.010483879;0.000121489;-0.012514504;-0.005703447
0.00137904;-0.000377249;-0.000746485;0.000210098;0.001148643;-0.000533859;0.000984902;0.000327852;0.005370495;-0.000675945
-0.001261504;0;-0.000213517;0;-0.001544192;-0.000145712;-0.001196243;-0.000200325;-0.001625355;-0.001694479
-0.002800103;-0.000161779;-0.001711929;-0.002908374;-0.003177426;-0.001021355;-0.003253511;-0.000723151;-0.006761372;-0.002042141
-0.008148577;-0.00113414;-0.000804796;-0.000973802;-0.007235364;-0.001463258;-0.007350582;0.000680646;-0.00475625;-0.00896195
-0.008703831;-0.000757742;0.001340499;0.000508343;-0.009574798;-0.001958711;-0.010647454;0.000370261;-0.009056578;-0.013440153
0.006771215;0.000216633;0;0.000380867;0.005725563;0.000637551;0.006463491;-0.000169917;0.007565796;0.005355117
-0.002762832;-0.000487576;-0.001877859;-0.002673112;-0.001526913;-0.000392228;-0.003219721;-0.000394706;-0.003081489;-0.003920617
-0.010574649;-0.001792476;-0.000107552;-0.000894706;-0.010306224;-0.002360837;-0.010205758;4.86E-05;-0.008480884;-0.010142451
0.003605156;-0.000435656;0.000322576;-0.000127966;0.003614227;-0.000938055;0.004314673;0.000133618;0.004644905;0.003649555
-0.001892083;0.000108955;-0.000322576;-0.000683122;-0.002050712;-0.000197744;-0.003138232;-0.000668501;-0.000358167;0.000363274
0.004268741;-0.000326947;-0.000538159;-0.001240903;0.004280291;-0.001287533;0.003733427;-3.65E-05;0.006133152;0.001811828
0.003983257;-5.45E-05;-0.000754545;0.000898939;0.004313163;0.001238083;0.003996376;-0.000273797;0.007389515;0.009655359
0.003463195;0.000980226;0.000592967;0.001025086;0.003345891;0.001924389;0.003838255;7.91E-05;0.003541516;0.001412341
0.003885858;0.000869459;-0.000323336;-0.000896818;0.003173279;0.000688732;0.002548185;-0.000219122;0.004991196;-0.000705596
0.002631009;-0.000380174;-0.000161758;-4.28E-05;0.002053926;0.00019658;0.001690522;-4.26E-05;0.003874916;0.000352941
-0.001582675;-0.000761348;-0.000971818;-0.001027309;-0.002201007;-0.000786855;-0.00232011;-0.000127885;-0.003469662;-0.002476635
0.000926416;-0.00016332;0.00064812;0.00055676;0.00095514;-0.000443233;0.002030773;0.000158328;0.001584959;0
0.005399454;0.000707276;0.001078056;0.001282114;0.005795782;0.000787657;0.006368841;0.000650975;0.008504566;0.005289889
0.002909118;0.000760396;-0.000269263;-0.000555118;0.003570008;0.000540687;0.002795643;-0.000401421;0.003248904;0.002446736
-0.001408048;-0.000488673;-0.000808792;-0.000598614;-7.18E-05;0;-0.000945661;-0.000328711;0.003396305;-0.003851085
-0.00752788;-0.000434838;0.00070104;0.000128344;-0.007572673;-0.000589874;-0.008532489;8.52E-05;-0.008199378;-0.009240657
-0.012402759;-0.000380841;0.000538493;-0.000599263;-0.011931714;-0.001379496;-0.012512464;0.00010349;-0.007758327;-0.007244446
0.004711659;-0.000381175;0.000268996;-0.000214223;0.004633714;-0.0002468;0.003587289;0;0.008425081;0.003999391
0.004299681;0.000435601;-0.000915268;0.000299883;0.004915687;0.000887825;0.00531381;-0.000194825;0.008607015;0.005752329
-0.001509121;-0.000217746;-0.000377436;-0.000728646;-0.001398814;9.85E-05;-0.003200092;-0.000140084;0.000373079;-0.001430955
0.005109759;-0.000163381;0.000161799;0.00055731;0.00480334;-0.000197093;0.005675541;-5.48E-05;0.007746252;0.000716067
0.004074561;-5.45E-05;-0.000593557;-0.001244213;0.004967149;0;0.005052511;-0.00018281;0.006077964;0.003562731
0.004359181;0.000326742;0.00016196;8.59E-05;0.003697368;0.000394097;0.004023809;3.66E-05;0.003059692;0.003181659
-0.000762641;-0.000108887;0.000107939;-4.30E-05;-0.001503866;-4.92E-05;-0.001329208;1.83E-05;-0.001842233;0.000352083
-0.002945779;-0.000217855;0.000377577;0.000558136;-0.002481998;-0.000492733;-0.003316972;-3.05E-05;-0.002061159;-0.003179071
-0.000858027;-0.000272473;0.000431115;0.000214477;-0.00108357;-0.000394589;-0.001487722;-7.92E-05;0.00132508;-0.0024888
0.003480746;-0.000327193;-0.001240611;-0.000901516;0.004031606;-0.000444342;0.004138561;-0.000219501;0.001485898;0.00213413
-0.008634841;-0.000218266;-0.000108047;4.30E-05;-0.007699625;-9.88E-05;-0.008511136;-7.32E-05;-0.010525006;-0.004637275
0.002003359;-0.000436861;5.40E-05;-0.001377211;0.002400428;-0.000791245;0.001696276;-0.000702046;0.004353139;-0.000358773
0.000566439;-0.000218595;-0.000648766;-0.000949372;-0.000762334;4.95E-05;-0.00024192;0.000183252;0.003436287;-0.000718436
-0.007331053;-0.000601705;0.000756799;0.001638524;-0.007291233;-0.000148502;-0.007985959;0.000372374;-0.009851344;-0.005426491
-0.004905957;-5.47E-05;0.000162;-0.001336225;-0.004792725;-0.000693682;-0.0041607;-6.10E-06;-0.006479924;-0.003655699
-0.00716837;0;5.40E-05;0.000215799;-0.006587475;-0.000446524;-0.006417768;-0.000470105;-0.004706523;-0.004057133
0.006861816;0.000383048;-5.40E-05;0.000301938;0.006662186;0.000148892;0.006567053;0.000396875;0.007810924;0.004424091
-0.006674929;0.00010938;0.001347654;0.001463577;-0.006738052;-4.96E-05;-0.006163152;0.000183051;-0.017768277;-0.002944381
-0.001559855;-0.000218788;0.000215237;0.000558302;-0.00117762;-0.00029787;-0.001035749;-0.000183051;-0.006542644;-0.000739225
-0.00093861;0.000273468;0.000322656;-4.29E-05;-0.000152184;-0.000546626;-0.001038225;-0.000299149;0.002753065;-0.004088382
-0.001600307;-0.000328182;0.000107499;-0.000171726;-0.002059718;-4.97E-05;-0.001803794;0.000329663;-0.005838153;0.001118836
0.01303709;0.00049218;-0.001399562;-0.000816626;0.012808641;0.000546689;0.013336959;-0.000244171;0.017586357;0.009213211
-0.002907857;0;-0.000269664;0.00055891;-0.002270388;0.0008931;-0.002128414;-0.000360403;-0.005101785;-0.001095321
-0.006404316;0.000655374;0.001292865;0.000386517;-0.005444946;0.000297292;-0.006398193;8.55E-05;-0.00356994;-0.004409119
-0.000811124;0.000327317;-0.00026903;0.001071856;-3.78E-05;0.000791786;0.000201377;0.000421375;-0.001332093;0.001842576
0.002087135;0.000218074;-5.38E-05;0.000727354;0.001734917;0.000889037;0.001080804;-6.71E-05;0.005561115;0.000734847
0.00463664;0.000326906;-0.000592526;-0.00137015;0.005200746;0.000690217;0.005933963;-0.000262589;0.006647128;0.002927017
-3.07E-05;0.000163361;-0.000647315;-4.29E-05;-0.001005355;0.000885813;-0.000148604;-0.000189407;-0.000997741;-0.0003648
-0.002466888;0.00184714;-0.00010798;-0.000300327;-0.002767407;0.000540442;-0.002484245;-9.17E-05;-0.005264047;-0.000730521
0.006689611;-0.001357426;0.000863087;0.000471849;0.006701059;0.000588807;0.006012205;-0.000458681;0.01066867;0.00327771
0.002429286;0.000217473;-0.000647154;-0.000300209;0.001401546;0.00053904;0.001030763;0.000256921;0.001968601;0.001087096
-6.06E-05;-0.000761634;-0.001513788;-0.002279766;-0.000847764;-0.00245559;-0.00169469;-0.000275278;-0.000733276;-0.002176919
0.001451278;-0.000544843;-0.000650385;-0.000906624;0.002904991;0.000836459;0.002209155;-0.000104039;-0.000671956;0.000726853
